Sample_name16S,Sample_nameVER,Experiment,Sample_or_control,Hundredplot_tree_EP,PrePost_sam_EP,PrePost_EP,Treatuntreat_EP,Lineage_EP,YearSam_EP,YearTrt_EP,YrSinceTrt_EP,YrSinceTrt_Range,YrSinceTrt_BR,Fire_EP,Fire_Mod,Burned1-0_EP,YrSinceBurn_EP,Latitude,Longitude,VegBin,SoilBin,Incubation,Soil,Treatment
HD4313-S1,HD4313-S1,basetree_100plots,sample,1,0,NA,0,NA1,2019,9999,untreated,untreated,untreated,unburned,untreated,0,unburned,42.26913,-124.28152,1,0,NA,NA,NA
HD4314-S1,HD4314-S1,basetree_100plots,sample,1,0,NA,0,NA1,2019,9999,untreated,untreated,untreated,unburned,untreated,0,unburned,42.27436,-124.29751,0,0,NA,NA,NA
HD4315-S1,HD4315-S1,basetree_100plots,sample,1,0,NA,0,NA1,2019,9999,untreated,untreated,untreated,unburned,untreated,0,unburned,42.28407,-124.32211,1,0,NA,NA,NA
HD4316-S1,HD4316-S1,basetree_100plots,sample,1,0,NA,0,NA1,2019,9999,untreated,untreated,untreated,unburned,untreated,0,unburned,42.27922,-124.32102,0,0,NA,NA,NA
HD4317-S1,HD4317-S1,basetree_100plots,sample,1,1,pre,0,EU1,2018,9999,untreated,untreated,untreated,unburned,untreated,0,unburned,42.29568,-124.38348,1,0,NA,NA,NA
HD4318-S1,HD4318-S1,basetree_100plots,sample,1,1,pre,0,EU1,2018,9999,untreated,untreated,untreated,unburned,untreated,0,unburned,42.29694,-124.3813,1,0,NA,NA,NA
HD4319-S1,HD4319-S1,basetree_100plots,sample,1,0,NA,0,NA1,2018,9999,untreated,untreated,untreated,unburned,untreated,0,unburned,42.18637,-124.34256,1,1,NA,NA,NA
HD4320-S1,HD4320-S1,basetree_100plots,sample,1,0,NA,0,EU1,2018,9999,untreated,untreated,untreated,unburned,untreated,0,unburned,42.33258,-124.38381,1,0,NA,NA,NA
HD4321-S10,HD4321-S10,plots5_samples20,sample,0,0,NA,0,EU1,2018,9999,untreated,untreated,untreated,unburned,untreated,0,unburned,42.32148,-124.40437,1,0,NA,NA,NA
HD4321-S11,HD4321-S11,plots5_samples20,sample,0,0,NA,0,EU1,2018,9999,untreated,untreated,untreated,unburned,untreated,0,unburned,42.32148,-124.40437,1,0,NA,NA,NA
HD4321-S111_19,HD4321-S1-11_19,basetree_100plots,sample,1,1,pre,0,EU1,2018,9999,untreated,untreated,untreated,unburned,untreated,0,unburned,42.32148,-124.40437,1,0,NA,NA,NA
HD4321-S112_9,HD4321-S1-12_9,plots5_samples20,sample,0,0,NA,0,EU1,2018,9999,untreated,untreated,untreated,unburned,untreated,0,unburned,42.32148,-124.40437,1,0,NA,NA,NA
HD4321-S12,HD4321-S12,plots5_samples20,sample,0,0,NA,0,EU1,2018,9999,untreated,untreated,untreated,unburned,untreated,0,unburned,42.32148,-124.40437,1,0,NA,NA,NA
HD4321-S13,HD4321-S13,plots5_samples20,sample,0,0,NA,0,EU1,2018,9999,untreated,untreated,untreated,unburned,untreated,0,unburned,42.32148,-124.40437,1,0,NA,NA,NA
HD4321-S14,HD4321-S14,plots5_samples20,sample,0,0,NA,0,EU1,2018,9999,untreated,untreated,untreated,unburned,untreated,0,unburned,42.32148,-124.40437,1,0,NA,NA,NA
HD4321-S15,HD4321-S15,plots5_samples20,sample,0,0,NA,0,EU1,2018,9999,untreated,untreated,untreated,unburned,untreated,0,unburned,42.32148,-124.40437,1,0,NA,NA,NA
HD4321-S16,HD4321-S16,plots5_samples20,sample,0,0,NA,0,EU1,2018,9999,untreated,untreated,untreated,unburned,untreated,0,unburned,42.32148,-124.40437,1,0,NA,NA,NA
HD4321-S17,HD4321-S17,plots5_samples20,sample,0,0,NA,0,EU1,2018,9999,untreated,untreated,untreated,unburned,untreated,0,unburned,42.32148,-124.40437,1,0,NA,NA,NA
HD4321-S18,HD4321-S18,plots5_samples20,sample,0,0,NA,0,EU1,2018,9999,untreated,untreated,untreated,unburned,untreated,0,unburned,42.32148,-124.40437,1,0,NA,NA,NA
HD4321-S19,HD4321-S19,plots5_samples20,sample,0,0,NA,0,EU1,2018,9999,untreated,untreated,untreated,unburned,untreated,0,unburned,42.32148,-124.40437,1,0,NA,NA,NA
HD4321-S2,HD4321-S2,plots5_samples20,sample,0,0,NA,0,EU1,2018,9999,untreated,untreated,untreated,unburned,untreated,0,unburned,42.32148,-124.40437,1,0,NA,NA,NA
HD4321-S20,HD4321-S20,plots5_samples20,sample,0,0,NA,0,EU1,2018,9999,untreated,untreated,untreated,unburned,untreated,0,unburned,42.32148,-124.40437,1,0,NA,NA,NA
HD4321-S3,HD4321-S3,plots5_samples20,sample,0,0,NA,0,EU1,2018,9999,untreated,untreated,untreated,unburned,untreated,0,unburned,42.32148,-124.40437,1,0,NA,NA,NA
HD4321-S4,HD4321-S4,plots5_samples20,sample,0,0,NA,0,EU1,2018,9999,untreated,untreated,untreated,unburned,untreated,0,unburned,42.32148,-124.40437,1,0,NA,NA,NA
HD4321-S5,HD4321-S5,plots5_samples20,sample,0,0,NA,0,EU1,2018,9999,untreated,untreated,untreated,unburned,untreated,0,unburned,42.32148,-124.40437,1,0,NA,NA,NA
HD4321-S6,HD4321-S6,plots5_samples20,sample,0,0,NA,0,EU1,2018,9999,untreated,untreated,untreated,unburned,untreated,0,unburned,42.32148,-124.40437,1,0,NA,NA,NA
HD4321-S7,HD4321-S7,plots5_samples20,sample,0,0,NA,0,EU1,2018,9999,untreated,untreated,untreated,unburned,untreated,0,unburned,42.32148,-124.40437,1,0,NA,NA,NA
HD4321-S8,HD4321-S8,plots5_samples20,sample,0,0,NA,0,EU1,2018,9999,untreated,untreated,untreated,unburned,untreated,0,unburned,42.32148,-124.40437,1,0,NA,NA,NA
HD4321-S9,HD4321-S9,plots5_samples20,sample,0,0,NA,0,EU1,2018,9999,untreated,untreated,untreated,unburned,untreated,0,unburned,42.32148,-124.40437,1,0,NA,NA,NA
HD4322-S1,HD4322-S1,basetree_100plots,sample,1,1,pre,0,EU1,2018,9999,untreated,untreated,untreated,unburned,untreated,0,unburned,42.29334,-124.39408,1,1,NA,NA,NA
HD4323-S1,HD4323-S1,basetree_100plots,sample,1,1,pre,0,EU1,2018,9999,untreated,untreated,untreated,unburned,untreated,0,unburned,42.30105,-124.38664,1,1,NA,NA,NA
HD4325-S1,HD4325-S1,basetree_100plots,sample,1,0,NA,0,NA1,2018,9999,untreated,untreated,untreated,unburned,untreated,0,unburned,42.05423,-124.27666,1,0,NA,NA,NA
HD4326-S1,HD4326-S1,basetree_100plots,sample,1,0,NA,0,NA1,2018,9999,untreated,untreated,untreated,unburned,untreated,0,unburned,42.17954,-124.34254,1,0,NA,NA,NA
HD4327-S1,HD4327-S1,basetree_100plots,sample,1,0,NA,0,NA1,2018,9999,untreated,untreated,untreated,unburned,untreated,0,unburned,42.15498,-124.29518,0,0,NA,NA,NA
HD4328-S1,HD4328-S1,basetree_100plots,sample,1,1,pre,0,EU1,2018,9999,untreated,untreated,untreated,unburned,untreated,0,unburned,42.33312,-124.40082,1,1,NA,NA,NA
HD4329-S1,HD4329-S1,basetree_100plots,sample,1,0,NA,0,EU1,2019,9999,untreated,untreated,untreated,unburned,untreated,0,unburned,42.345979,-124.41295,0,0,NA,NA,NA
HD4330-S1,HD4330-S1,basetree_100plots,sample,1,0,NA,1,EU1,2018,2017,1,<3,1to2,unburned,SODtrt,0,unburned,42.3264,-124.40685,1,1,NA,NA,NA
HD4335-S1,HD4335-S1,basetree_100plots,sample,1,1,pre,0,EU1,2018,9999,untreated,untreated,untreated,unburned,untreated,0,unburned,42.333,-124.40105,1,0,NA,NA,NA
HD4336-S10,HD4336-S10,plots5_samples20,sample,0,0,NA,0,EU1,2018,9999,untreated,untreated,untreated,unburned,untreated,0,unburned,42.33195,-124.40257,1,0,NA,NA,NA
HD4336-S11,HD4336-S11,plots5_samples20,sample,0,0,NA,0,EU1,2018,9999,untreated,untreated,untreated,unburned,untreated,0,unburned,42.33195,-124.40257,1,0,NA,NA,NA
HD4336-S111_23,HD4336-S1-11_23,basetree_100plots,sample,1,1,pre,0,EU1,2018,9999,untreated,untreated,untreated,unburned,untreated,0,unburned,42.33195,-124.40257,1,0,NA,NA,NA
HD4336-S112_15,HD4336-S1-12_15,plots5_samples20,sample,0,0,NA,0,EU1,2018,9999,untreated,untreated,untreated,unburned,untreated,0,unburned,42.33195,-124.40257,1,0,NA,NA,NA
HD4336-S12,HD4336-S12,plots5_samples20,sample,0,0,NA,0,EU1,2018,9999,untreated,untreated,untreated,unburned,untreated,0,unburned,42.33195,-124.40257,1,0,NA,NA,NA
HD4336-S13,HD4336-S13,plots5_samples20,sample,0,0,NA,0,EU1,2018,9999,untreated,untreated,untreated,unburned,untreated,0,unburned,42.33195,-124.40257,1,0,NA,NA,NA
HD4336-S14,HD4336-S14,plots5_samples20,sample,0,0,NA,0,EU1,2018,9999,untreated,untreated,untreated,unburned,untreated,0,unburned,42.33195,-124.40257,1,0,NA,NA,NA
HD4336-S15,HD4336-S15,plots5_samples20,sample,0,0,NA,0,EU1,2018,9999,untreated,untreated,untreated,unburned,untreated,0,unburned,42.33195,-124.40257,1,0,NA,NA,NA
HD4336-S16,HD4336-S16,plots5_samples20,sample,0,0,NA,0,EU1,2018,9999,untreated,untreated,untreated,unburned,untreated,0,unburned,42.33195,-124.40257,1,0,NA,NA,NA
HD4336-S17,HD4336-S17,plots5_samples20,sample,0,0,NA,0,EU1,2018,9999,untreated,untreated,untreated,unburned,untreated,0,unburned,42.33195,-124.40257,1,0,NA,NA,NA
HD4336-S18,HD4336-S18,plots5_samples20,sample,0,0,NA,0,EU1,2018,9999,untreated,untreated,untreated,unburned,untreated,0,unburned,42.33195,-124.40257,1,0,NA,NA,NA
HD4336-S19,HD4336-S19,plots5_samples20,sample,0,0,NA,0,EU1,2018,9999,untreated,untreated,untreated,unburned,untreated,0,unburned,42.33195,-124.40257,1,0,NA,NA,NA
HD4336-S2,HD4336-S2,plots5_samples20,sample,0,0,NA,0,EU1,2018,9999,untreated,untreated,untreated,unburned,untreated,0,unburned,42.33195,-124.40257,1,0,NA,NA,NA
HD4336-S20,HD4336-S20,plots5_samples20,sample,0,0,NA,0,EU1,2018,9999,untreated,untreated,untreated,unburned,untreated,0,unburned,42.33195,-124.40257,1,0,NA,NA,NA
HD4336-S3,HD4336-S3,plots5_samples20,sample,0,0,NA,0,EU1,2018,9999,untreated,untreated,untreated,unburned,untreated,0,unburned,42.33195,-124.40257,1,0,NA,NA,NA
HD4336-S4,HD4336-S4,plots5_samples20,sample,0,0,NA,0,EU1,2018,9999,untreated,untreated,untreated,unburned,untreated,0,unburned,42.33195,-124.40257,1,0,NA,NA,NA
HD4336-S5,HD4336-S5,plots5_samples20,sample,0,0,NA,0,EU1,2018,9999,untreated,untreated,untreated,unburned,untreated,0,unburned,42.33195,-124.40257,1,0,NA,NA,NA
HD4336-S6,HD4336-S6,plots5_samples20,sample,0,0,NA,0,EU1,2018,9999,untreated,untreated,untreated,unburned,untreated,0,unburned,42.33195,-124.40257,1,0,NA,NA,NA
HD4336-S7,HD4336-S7,plots5_samples20,sample,0,0,NA,0,EU1,2018,9999,untreated,untreated,untreated,unburned,untreated,0,unburned,42.33195,-124.40257,1,0,NA,NA,NA
HD4336-S8,HD4336-S8,plots5_samples20,sample,0,0,NA,0,EU1,2018,9999,untreated,untreated,untreated,unburned,untreated,0,unburned,42.33195,-124.40257,1,0,NA,NA,NA
HD4336-S9,HD4336-S9,plots5_samples20,sample,0,0,NA,0,EU1,2018,9999,untreated,untreated,untreated,unburned,untreated,0,unburned,42.33195,-124.40257,1,0,NA,NA,NA
HD4338-S1,HD4338-S1,basetree_100plots,sample,1,0,NA,0,NA1,2018,9999,untreated,untreated,untreated,unburned,untreated,0,unburned,42.30704,-124.39725,1,0,NA,NA,NA
HD4342-S1,HD4342-S1,basetree_100plots,sample,1,1,pre,0,EU1,2019,9999,untreated,untreated,untreated,unburned,untreated,0,unburned,42.29095,-124.38474,0,1,NA,NA,NA
HD4344-S1,HD4344-S1,basetree_100plots,sample,1,0,NA,0,EU1,2019,9999,untreated,untreated,untreated,unburned,untreated,0,unburned,42.04176,-124.1024,1,0,NA,NA,NA
HD4345-S1,HD4345-S1,basetree_100plots,sample,1,0,NA,0,NA1,2019,9999,untreated,untreated,untreated,unburned,untreated,0,unburned,42.04669,-124.09534,1,0,NA,NA,NA
HD4346-S1,HD4346-S1,basetree_100plots,sample,1,0,NA,0,NA1,2019,9999,untreated,untreated,untreated,unburned,untreated,0,unburned,42.04251,-124.10088,0,0,NA,NA,NA
HD4347-S1,HD4347-S1,basetree_100plots,sample,1,0,NA,0,NA1,2019,9999,untreated,untreated,untreated,unburned,untreated,0,unburned,42.2671,-124.308,0,0,NA,NA,NA
HD4348-S1,HD4348-S1,basetree_100plots,sample,1,0,NA,0,NA1,2019,9999,untreated,untreated,untreated,unburned,untreated,0,unburned,42.26547,-124.3096,1,0,NA,NA,NA
HD4350-S1,HD4350-S1,basetree_100plots,sample,1,0,NA,0,EU1,2019,9999,untreated,untreated,untreated,unburned,untreated,0,unburned,42.29327,-124.38197,0,0,NA,NA,NA
HD4351-S1,HD4351-S1,basetree_100plots,sample,1,0,NA,0,NA1,2019,9999,untreated,untreated,untreated,unburned,untreated,0,unburned,42.28273,-124.30651,1,0,NA,NA,NA
HD4352-S1,HD4352-S1,basetree_100plots,sample,1,0,NA,0,EU1,2019,9999,untreated,untreated,untreated,unburned,untreated,0,unburned,42.30655,-124.39801,1,1,NA,NA,NA
HD4353-S1,HD4353-S1,basetree_100plots,sample,1,0,NA,0,NA1,2019,9999,untreated,untreated,untreated,unburned,untreated,0,unburned,42.05744,-124.19982,1,0,NA,NA,NA
HD4354-S1,HD4354-S1,basetree_100plots,sample,1,1,pre,0,EU1,2019,9999,untreated,untreated,untreated,unburned,untreated,0,unburned,42.35349,-124.40664,1,1,NA,NA,NA
HD4370-S1,HD4370-S1,control_plot,sample,1,0,NA,0,uninfested,2019,9999,untreated,untreated,untreated,unburned,untreated,0,unburned,42.48899,-124.23937,0,0,NA,NA,NA
HD4371-S10,HD4371-S10,plots5_samples20,sample,0,0,NA,0,uninfested,2019,9999,untreated,untreated,untreated,unburned,untreated,0,unburned,42.49711,-124.29369,0,0,NA,NA,NA
HD4371-S11,HD4371-S11,plots5_samples20,sample,0,0,NA,0,uninfested,2019,9999,untreated,untreated,untreated,unburned,untreated,0,unburned,42.49711,-124.29369,0,0,NA,NA,NA
HD4371-S112_6,HD4371-S1-12_6,control_plot,sample,1,0,NA,0,uninfested,2019,9999,untreated,untreated,untreated,unburned,untreated,0,unburned,42.49711,-124.29369,0,0,NA,NA,NA
HD4371-S112_7,HD4371-S1-12_7,plots5_samples20,sample,0,0,NA,0,uninfested,2019,9999,untreated,untreated,untreated,unburned,untreated,0,unburned,42.49711,-124.29369,0,0,NA,NA,NA
HD4371-S12,HD4371-S12,plots5_samples20,sample,0,0,NA,0,uninfested,2019,9999,untreated,untreated,untreated,unburned,untreated,0,unburned,42.49711,-124.29369,0,0,NA,NA,NA
HD4371-S13,HD4371-S13,plots5_samples20,sample,0,0,NA,0,uninfested,2019,9999,untreated,untreated,untreated,unburned,untreated,0,unburned,42.49711,-124.29369,0,0,NA,NA,NA
HD4371-S14,HD4371-S14,plots5_samples20,sample,0,0,NA,0,uninfested,2019,9999,untreated,untreated,untreated,unburned,untreated,0,unburned,42.49711,-124.29369,0,0,NA,NA,NA
HD4371-S15,HD4371-S15,plots5_samples20,sample,0,0,NA,0,uninfested,2019,9999,untreated,untreated,untreated,unburned,untreated,0,unburned,42.49711,-124.29369,0,0,NA,NA,NA
HD4371-S16,HD4371-S16,plots5_samples20,sample,0,0,NA,0,uninfested,2019,9999,untreated,untreated,untreated,unburned,untreated,0,unburned,42.49711,-124.29369,0,0,NA,NA,NA
HD4371-S17,HD4371-S17,plots5_samples20,sample,0,0,NA,0,uninfested,2019,9999,untreated,untreated,untreated,unburned,untreated,0,unburned,42.49711,-124.29369,0,0,NA,NA,NA
HD4371-S18,HD4371-S18,plots5_samples20,sample,0,0,NA,0,uninfested,2019,9999,untreated,untreated,untreated,unburned,untreated,0,unburned,42.49711,-124.29369,0,0,NA,NA,NA
HD4371-S19,HD4371-S19,plots5_samples20,sample,0,0,NA,0,uninfested,2019,9999,untreated,untreated,untreated,unburned,untreated,0,unburned,42.49711,-124.29369,0,0,NA,NA,NA
HD4371-S2,HD4371-S2,plots5_samples20,sample,0,0,NA,0,uninfested,2019,9999,untreated,untreated,untreated,unburned,untreated,0,unburned,42.49711,-124.29369,0,0,NA,NA,NA
HD4371-S20,HD4371-S20,plots5_samples20,sample,0,0,NA,0,uninfested,2019,9999,untreated,untreated,untreated,unburned,untreated,0,unburned,42.49711,-124.29369,0,0,NA,NA,NA
HD4371-S3,HD4371-S3,plots5_samples20,sample,0,0,NA,0,uninfested,2019,9999,untreated,untreated,untreated,unburned,untreated,0,unburned,42.49711,-124.29369,0,0,NA,NA,NA
HD4371-S4,HD4371-S4,plots5_samples20,sample,0,0,NA,0,uninfested,2019,9999,untreated,untreated,untreated,unburned,untreated,0,unburned,42.49711,-124.29369,0,0,NA,NA,NA
HD4371-S5,HD4371-S5,plots5_samples20,sample,0,0,NA,0,uninfested,2019,9999,untreated,untreated,untreated,unburned,untreated,0,unburned,42.49711,-124.29369,0,0,NA,NA,NA
HD4371-S6,HD4371-S6,plots5_samples20,sample,0,0,NA,0,uninfested,2019,9999,untreated,untreated,untreated,unburned,untreated,0,unburned,42.49711,-124.29369,0,0,NA,NA,NA
HD4371-S7,HD4371-S7,plots5_samples20,sample,0,0,NA,0,uninfested,2019,9999,untreated,untreated,untreated,unburned,untreated,0,unburned,42.49711,-124.29369,0,0,NA,NA,NA
HD4371-S8,HD4371-S8,plots5_samples20,sample,0,0,NA,0,uninfested,2019,9999,untreated,untreated,untreated,unburned,untreated,0,unburned,42.49711,-124.29369,0,0,NA,NA,NA
HD4371-S9,HD4371-S9,plots5_samples20,sample,0,0,NA,0,uninfested,2019,9999,untreated,untreated,untreated,unburned,untreated,0,unburned,42.49711,-124.29369,0,0,NA,NA,NA
HD4372-S1,HD4372-S1,basetree_100plots,sample,1,0,NA,0,NA1,2019,9999,untreated,untreated,untreated,unburned,untreated,0,unburned,42.29204,-124.32932,1,1,NA,NA,NA
HD4373-S1,HD4373-S1,basetree_100plots,sample,1,0,NA,0,NA1,2019,9999,untreated,untreated,untreated,unburned,untreated,0,unburned,42.29474,-124.32393,1,0,NA,NA,NA
HD4374-S1,HD4374-S1,basetree_100plots,sample,1,0,NA,0,EU1,2019,9999,untreated,untreated,untreated,unburned,untreated,0,unburned,42.32526,-124.38251,1,0,NA,NA,NA
HD4375-S1,HD4375-S1,basetree_100plots,sample,1,0,NA,0,EU1,2019,9999,untreated,untreated,untreated,unburned,untreated,0,unburned,42.32048,-124.37257,0,0,NA,NA,NA
HD4393-S1,HD4393-S1,basetree_100plots,sample,1,0,NA,0,EU1,2020,9999,untreated,untreated,untreated,unburned,untreated,0,unburned,42.31258,-124.40617,1,0,NA,NA,NA
HD4394-S1,HD4394-S1,basetree_100plots,sample,1,0,NA,0,EU1,2020,9999,untreated,untreated,untreated,unburned,untreated,0,unburned,42.30941,-124.40005,1,1,NA,NA,NA
HD4395-S1,HD4395-S1,basetree_100plots,sample,1,0,NA,0,EU1,2020,9999,untreated,untreated,untreated,unburned,untreated,0,unburned,42.30888,-124.39334,1,0,NA,NA,NA
HD4303-S1,HD4303-S1,basetree_100plots,sample,1,0,NA,1,NA1,2018,2017,1,<3,1to2,wildfire,wildfire,1,1,42.14574,-124.1485,0,0,NA,NA,NA
HD4304-S1,HD4304-S1,basetree_100plots,sample,1,0,NA,1,NA1,2018,2017,1,<3,1to2,wildfire,wildfire,1,1,42.14574,-124.1485,1,1,NA,NA,NA
HD4305-S1,HD4305-S1,basetree_100plots,sample,1,0,NA,1,NA1,2018,2017,1,<3,1to2,wildfire,wildfire,1,1,42.14503,-124.15112,0,0,NA,NA,NA
HD4306-S1,HD4306-S1,basetree_100plots,sample,1,0,NA,1,NA1,2018,2017,1,<3,1to2,wildfire,wildfire,1,1,42.14556,-124.15621,1,1,NA,NA,NA
HD4307-S1,HD4307-S1,basetree_100plots,sample,1,0,NA,1,NA1,2018,2017,1,<3,1to2,wildfire,wildfire,1,1,42.15566,-124.144,1,0,NA,NA,NA
HD4324-S1,HD4324-S1,basetree_100plots,sample,1,0,NA,1,NA1,2018,2017,1,<3,1to2,wildfire,wildfire,1,1,42.13819,-124.16406,1,1,NA,NA,NA
HD4331-S1,HD4331-S1,basetree_100plots,sample,1,0,NA,1,NA1,2018,2016,2,<3,1to2,wildfire,wildfire,1,1,42.16726,-124.14046,0,0,NA,NA,NA
HD4332-S1,HD4332-S1,basetree_100plots,sample,1,0,NA,1,NA1,2018,2016,2,<3,1to2,wildfire,wildfire,1,1,42.1672,-124.14009,0,0,NA,NA,NA
HD4333-S1,HD4333-S1,basetree_100plots,sample,1,0,NA,1,NA1,2018,2016,2,<3,1to2,wildfire,wildfire,1,1,42.16854,-124.13562,0,0,NA,NA,NA
HD4334-S1,HD4334-S1,basetree_100plots,sample,1,0,NA,1,NA1,2018,2015,3,>3,3to4,wildfire,wildfire,1,1,42.16843,-124.13837,0,0,NA,NA,NA
HD4361-S1,HD4361-S1,basetree_100plots,sample,1,0,NA,1,NA1,2019,2015,4,>3,3to4,wildfire,wildfire,1,2,42.16951,-124.13448,1,0,NA,NA,NA
HD4362-S1,HD4362-S1,basetree_100plots,sample,1,0,NA,1,NA1,2019,2014,5,>3,5to8,wildfire,wildfire,1,2,42.16633,-124.14064,0,0,NA,NA,NA
HD4363-S1,HD4363-S1,basetree_100plots,sample,1,0,NA,1,NA1,2019,2015,4,>3,3to4,wildfire,wildfire,1,2,42.14356,-124.15952,0,0,NA,NA,NA
HD4364-S1,HD4364-S1,basetree_100plots,sample,1,0,NA,1,NA1,2019,2015,4,>3,3to4,wildfire,wildfire,1,2,42.14111,-124.16058,0,0,NA,NA,NA
